network_countrycode,network_localid,network_name,network_namespace,network_timezone,pollutant,samplingpoint_localid,samplingpoint_namespace,samplingpoint_x,samplingpoint_y,coordsys,station_code,station_localid,station_name,station_namespace,value_datetime_begin,value_datetime_end,value_datetime_inserted,value_datetime_updated,value_numeric,value_validity,value_verification,station_altitude,value_unit
LV,NET-LV002A,Air Quality Monitoring Network,LV.LEGMC.AQ,http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC+02,NO2,SPO-LV00VN1_00008_100,LV.LEGMC.AQ,21.591989000000005,57.40463299951311,EPSG:4979,LV0007A,STA-LV00VN1,Ventspils,LV.LEGMC.AQ,2021-11-23 05:00:00+01:00,2021-11-23 06:00:00+01:00,2021-11-23 06:25:01+01:00,+01:00,1.64,1,3,1,ug/m3
LV,NET-LV002A,Air Quality Monitoring Network,LV.LEGMC.AQ,http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC+02,NO2,SPO-LV000L1_00008_100,LV.LEGMC.AQ,21.004694000000004,56.523174999506395,EPSG:4979,LV0012A,STA-LV000L1,Liepaja,LV.LEGMC.AQ,2021-11-23 05:00:00+01:00,2021-11-23 06:00:00+01:00,2021-11-23 06:25:01+01:00,+01:00,0.78,1,3,4,ug/m3
LV,NET-LV002A,Air Quality Monitoring Network,LV.LEGMC.AQ,http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC+02,NO2,SPO-LV00RZ1_00008_100,LV.LEGMC.AQ,27.333369,56.51020299950629,EPSG:4979,LV0008A,STA-LV00RZ1,Rezekne,LV.LEGMC.AQ,2021-11-23 05:00:00+01:00,2021-11-23 06:00:00+01:00,2021-11-23 06:25:01+01:00,+01:00,5.11,1,3,157,ug/m3
LV,NET-LV002A,Air Quality Monitoring Network,LV.LEGMC.AQ,http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC+02,NO2,SPO-LV000L1_00008_100,LV.LEGMC.AQ,21.004694000000004,56.523174999506395,EPSG:4979,LV0012A,STA-LV000L1,Liepaja,LV.LEGMC.AQ,2021-11-23 14:00:00+01:00,2021-11-23 15:00:00+01:00,2021-11-23 15:26:21+01:00,+01:00,42.6,1,3,4,ug/m3
LV,NET-LV002A,Air Quality Monitoring Network,LV.LEGMC.AQ,http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC+02,NO2,SPO-LV00RZ1_00008_100,LV.LEGMC.AQ,27.333369,56.51020299950629,EPSG:4979,LV0008A,STA-LV00RZ1,Rezekne,LV.LEGMC.AQ,2021-11-23 14:00:00+01:00,2021-11-23 15:00:00+01:00,2021-11-23 15:26:21+01:00,+01:00,29.36,1,3,157,ug/m3
LV,NET-LV002A,Air Quality Monitoring Network,LV.LEGMC.AQ,http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC+02,NO2,SPO-LV00RP5_00008_100,LV.LEGMC.AQ,24.115872000000003,56.950605999509605,EPSG:4979,LV0019A,STA-LV00RP5,Riga Park,LV.LEGMC.AQ,2021-11-23 14:00:00+01:00,2021-11-23 15:00:00+01:00,2021-11-23 15:26:22+01:00,+01:00,23.238281,1,3,8,ug/m3
LV,NET-LV002A,Air Quality Monitoring Network,LV.LEGMC.AQ,http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC+02,NO2,SPO-LV00RZ1_00008_100,LV.LEGMC.AQ,27.333369,56.51020299950629,EPSG:4979,LV0008A,STA-LV00RZ1,Rezekne,LV.LEGMC.AQ,2021-11-23 15:00:00+01:00,2021-11-23 16:00:00+01:00,2021-11-23 16:20:15+01:00,+01:00,41.14,1,3,157,ug/m3
LV,NET-LV002A,Air Quality Monitoring Network,LV.LEGMC.AQ,http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC+02,NO2,SPO-LV000L1_00008_100,LV.LEGMC.AQ,21.004694000000004,56.523174999506395,EPSG:4979,LV0012A,STA-LV000L1,Liepaja,LV.LEGMC.AQ,2021-11-23 15:00:00+01:00,2021-11-23 16:00:00+01:00,2021-11-23 16:20:15+01:00,+01:00,27.99,1,3,4,ug/m3
LV,NET-LV002A,Air Quality Monitoring Network,LV.LEGMC.AQ,http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC+02,NO2,SPO-LV00RP5_00008_100,LV.LEGMC.AQ,24.115872000000003,56.950605999509605,EPSG:4979,LV0019A,STA-LV00RP5,Riga Park,LV.LEGMC.AQ,2021-11-24 06:00:00+01:00,2021-11-24 07:00:00+01:00,2021-11-24 07:22:02+01:00,+01:00,15.614014,1,3,8,ug/m3
LV,NET-LV002A,Air Quality Monitoring Network,LV.LEGMC.AQ,http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC+02,NO2,SPO-LV00RP5_00008_100,LV.LEGMC.AQ,24.115872000000003,56.950605999509605,EPSG:4979,LV0019A,STA-LV00RP5,Riga Park,LV.LEGMC.AQ,2021-11-22 14:00:00+01:00,2021-11-22 15:00:00+01:00,2021-11-22 15:22:54+01:00,+01:00,47.113281,1,3,8,ug/m3
LV,NET-LV002A,Air Quality Monitoring Network,LV.LEGMC.AQ,http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC+02,NO2,SPO-LV00VN1_00008_100,LV.LEGMC.AQ,21.591989000000005,57.40463299951311,EPSG:4979,LV0007A,STA-LV00VN1,Ventspils,LV.LEGMC.AQ,2021-11-22 15:00:00+01:00,2021-11-22 16:00:00+01:00,2021-11-22 16:25:01+01:00,+01:00,15.9,1,3,1,ug/m3
LV,NET-LV002A,Air Quality Monitoring Network,LV.LEGMC.AQ,http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC+02,NO2,SPO-LV00RP5_00008_100,LV.LEGMC.AQ,24.115872000000003,56.950605999509605,EPSG:4979,LV0019A,STA-LV00RP5,Riga Park,LV.LEGMC.AQ,2021-11-23 18:00:00+01:00,2021-11-23 19:00:00+01:00,2021-11-23 19:22:52+01:00,+01:00,34.34082,1,3,8,ug/m3
LV,NET-LV002A,Air Quality Monitoring Network,LV.LEGMC.AQ,http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC+02,NO2,SPO-LV00VN1_00008_100,LV.LEGMC.AQ,21.591989000000005,57.40463299951311,EPSG:4979,LV0007A,STA-LV00VN1,Ventspils,LV.LEGMC.AQ,2021-11-22 13:00:00+01:00,2021-11-22 14:00:00+01:00,2021-11-22 15:22:54+01:00,+01:00,24.48,1,3,1,ug/m3
LV,NET-LV002A,Air Quality Monitoring Network,LV.LEGMC.AQ,http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC+02,NO2,SPO-LV00VN1_00008_100,LV.LEGMC.AQ,21.591989000000005,57.40463299951311,EPSG:4979,LV0007A,STA-LV00VN1,Ventspils,LV.LEGMC.AQ,2021-11-22 14:00:00+01:00,2021-11-22 15:00:00+01:00,2021-11-22 15:22:54+01:00,+01:00,25.86,1,3,1,ug/m3
LV,NET-LV002A,Air Quality Monitoring Network,LV.LEGMC.AQ,http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC+02,NO2,SPO-LV00VN1_00008_100,LV.LEGMC.AQ,21.591989000000005,57.40463299951311,EPSG:4979,LV0007A,STA-LV00VN1,Ventspils,LV.LEGMC.AQ,2021-11-22 23:00:00+01:00,2021-11-23 00:00:00+01:00,2021-11-23 02:25:08+01:00,+01:00,16,1,3,1,ug/m3
LV,NET-LV002A,Air Quality Monitoring Network,LV.LEGMC.AQ,http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC+02,NO2,SPO-LV00RP5_00008_100,LV.LEGMC.AQ,24.115872000000003,56.950605999509605,EPSG:4979,LV0019A,STA-LV00RP5,Riga Park,LV.LEGMC.AQ,2021-11-23 13:00:00+01:00,2021-11-23 14:00:00+01:00,2021-11-23 14:20:29+01:00,+01:00,20.989746,1,3,8,ug/m3
LV,NET-LV002A,Air Quality Monitoring Network,LV.LEGMC.AQ,http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC+02,NO2,SPO-LV00RZ1_00008_100,LV.LEGMC.AQ,27.333369,56.51020299950629,EPSG:4979,LV0008A,STA-LV00RZ1,Rezekne,LV.LEGMC.AQ,2021-11-23 13:00:00+01:00,2021-11-23 14:00:00+01:00,2021-11-23 14:20:29+01:00,+01:00,16.98,1,3,157,ug/m3
LV,NET-LV002A,Air Quality Monitoring Network,LV.LEGMC.AQ,http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC+02,NO2,SPO-LV00RP5_00008_100,LV.LEGMC.AQ,24.115872000000003,56.950605999509605,EPSG:4979,LV0019A,STA-LV00RP5,Riga Park,LV.LEGMC.AQ,2021-11-23 10:00:00+01:00,2021-11-23 11:00:00+01:00,2021-11-23 11:19:03+01:00,+01:00,52.544922,1,3,8,ug/m3
LV,NET-LV002A,Air Quality Monitoring Network,LV.LEGMC.AQ,http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC+02,NO2,SPO-LV000L1_00008_100,LV.LEGMC.AQ,21.004694000000004,56.523174999506395,EPSG:4979,LV0012A,STA-LV000L1,Liepaja,LV.LEGMC.AQ,2021-11-23 10:00:00+01:00,2021-11-23 11:00:00+01:00,2021-11-23 11:19:03+01:00,+01:00,24.89,1,3,4,ug/m3
LV,NET-LV002A,Air Quality Monitoring Network,LV.LEGMC.AQ,http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC+02,NO2,SPO-LV00RZ1_00008_100,LV.LEGMC.AQ,27.333369,56.51020299950629,EPSG:4979,LV0008A,STA-LV00RZ1,Rezekne,LV.LEGMC.AQ,2021-11-24 05:00:00+01:00,2021-11-24 06:00:00+01:00,2021-11-24 06:21:18+01:00,+01:00,4.38,1,3,157,ug/m3
LV,NET-LV002A,Air Quality Monitoring Network,LV.LEGMC.AQ,http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC+02,NO2,SPO-LV00RZ1_00008_100,LV.LEGMC.AQ,27.333369,56.51020299950629,EPSG:4979,LV0008A,STA-LV00RZ1,Rezekne,LV.LEGMC.AQ,2021-11-23 04:00:00+01:00,2021-11-23 05:00:00+01:00,2021-11-23 05:22:48+01:00,+01:00,3.2,1,3,157,ug/m3
LV,NET-LV002A,Air Quality Monitoring Network,LV.LEGMC.AQ,http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC+02,NO2,SPO-LV00RZ1_00008_100,LV.LEGMC.AQ,27.333369,56.51020299950629,EPSG:4979,LV0008A,STA-LV00RZ1,Rezekne,LV.LEGMC.AQ,2021-11-23 10:00:00+01:00,2021-11-23 11:00:00+01:00,2021-11-23 11:19:03+01:00,+01:00,21.62,1,3,157,ug/m3
LV,NET-LV002A,Air Quality Monitoring Network,LV.LEGMC.AQ,http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC+02,NO2,SPO-LV00RP5_00008_100,LV.LEGMC.AQ,24.115872000000003,56.950605999509605,EPSG:4979,LV0019A,STA-LV00RP5,Riga Park,LV.LEGMC.AQ,2021-11-24 00:00:00+01:00,2021-11-24 01:00:00+01:00,2021-11-24 01:19:08+01:00,+01:00,2.733887,1,3,8,ug/m3
LV,NET-LV002A,Air Quality Monitoring Network,LV.LEGMC.AQ,http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC+02,NO2,SPO-LV00RZ1_00008_100,LV.LEGMC.AQ,27.333369,56.51020299950629,EPSG:4979,LV0008A,STA-LV00RZ1,Rezekne,LV.LEGMC.AQ,2021-11-24 00:00:00+01:00,2021-11-24 01:00:00+01:00,2021-11-24 01:19:07+01:00,+01:00,0.7,1,3,157,ug/m3
LV,NET-LV002A,Air Quality Monitoring Network,LV.LEGMC.AQ,http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC+02,NO2,SPO-LV00RP5_00008_100,LV.LEGMC.AQ,24.115872000000003,56.950605999509605,EPSG:4979,LV0019A,STA-LV00RP5,Riga Park,LV.LEGMC.AQ,2021-11-22 13:00:00+01:00,2021-11-22 14:00:00+01:00,2021-11-22 14:19:02+01:00,+01:00,32.441406,1,3,8,ug/m3
LV,NET-LV002A,Air Quality Monitoring Network,LV.LEGMC.AQ,http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC+02,NO2,SPO-LV00RZ1_00008_100,LV.LEGMC.AQ,27.333369,56.51020299950629,EPSG:4979,LV0008A,STA-LV00RZ1,Rezekne,LV.LEGMC.AQ,2021-11-22 11:00:00+01:00,2021-11-22 12:00:00+01:00,2021-11-22 12:20:07+01:00,+01:00,12.82,1,3,157,ug/m3
LV,NET-LV002A,Air Quality Monitoring Network,LV.LEGMC.AQ,http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC+02,NO2,SPO-LV000L1_00008_100,LV.LEGMC.AQ,21.004694000000004,56.523174999506395,EPSG:4979,LV0012A,STA-LV000L1,Liepaja,LV.LEGMC.AQ,2021-11-22 13:00:00+01:00,2021-11-22 14:00:00+01:00,2021-11-22 14:19:02+01:00,+01:00,54.9,1,3,4,ug/m3
LV,NET-LV002A,Air Quality Monitoring Network,LV.LEGMC.AQ,http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC+02,NO2,SPO-LV00RZ1_00008_100,LV.LEGMC.AQ,27.333369,56.51020299950629,EPSG:4979,LV0008A,STA-LV00RZ1,Rezekne,LV.LEGMC.AQ,2021-11-24 03:00:00+01:00,2021-11-24 04:00:00+01:00,2021-11-24 04:21:25+01:00,+01:00,6.11,1,3,157,ug/m3
LV,NET-LV002A,Air Quality Monitoring Network,LV.LEGMC.AQ,http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC+02,NO2,SPO-LV00RZ1_00008_100,LV.LEGMC.AQ,27.333369,56.51020299950629,EPSG:4979,LV0008A,STA-LV00RZ1,Rezekne,LV.LEGMC.AQ,2021-11-23 17:00:00+01:00,2021-11-23 18:00:00+01:00,2021-11-23 18:19:02+01:00,+01:00,13.37,1,3,157,ug/m3
LV,NET-LV002A,Air Quality Monitoring Network,LV.LEGMC.AQ,http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC+02,NO2,SPO-LV00RZ1_00008_100,LV.LEGMC.AQ,27.333369,56.51020299950629,EPSG:4979,LV0008A,STA-LV00RZ1,Rezekne,LV.LEGMC.AQ,2021-11-23 22:00:00+01:00,2021-11-23 23:00:00+01:00,2021-11-23 23:23:49+01:00,+01:00,2.78,1,3,157,ug/m3
LV,NET-LV002A,Air Quality Monitoring Network,LV.LEGMC.AQ,http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC+02,NO2,SPO-LV00RP5_00008_100,LV.LEGMC.AQ,24.115872000000003,56.950605999509605,EPSG:4979,LV0019A,STA-LV00RP5,Riga Park,LV.LEGMC.AQ,2021-11-22 19:00:00+01:00,2021-11-22 20:00:00+01:00,2021-11-22 20:22:02+01:00,+01:00,15.875244,1,3,8,ug/m3
LV,NET-LV002A,Air Quality Monitoring Network,LV.LEGMC.AQ,http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC+02,NO2,SPO-LV00RP5_00008_100,LV.LEGMC.AQ,24.115872000000003,56.950605999509605,EPSG:4979,LV0019A,STA-LV00RP5,Riga Park,LV.LEGMC.AQ,2021-11-22 16:00:00+01:00,2021-11-22 17:00:00+01:00,2021-11-22 17:19:50+01:00,+01:00,47.63,1,3,8,ug/m3
LV,NET-LV002A,Air Quality Monitoring Network,LV.LEGMC.AQ,http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC+02,NO2,SPO-LV00VN1_00008_100,LV.LEGMC.AQ,21.591989000000005,57.40463299951311,EPSG:4979,LV0007A,STA-LV00VN1,Ventspils,LV.LEGMC.AQ,2021-11-23 22:00:00+01:00,2021-11-23 23:00:00+01:00,2021-11-23 23:23:49+01:00,+01:00,5.53,1,3,1,ug/m3
LV,NET-LV002A,Air Quality Monitoring Network,LV.LEGMC.AQ,http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC+02,NO2,SPO-LV000L1_00008_100,LV.LEGMC.AQ,21.004694000000004,56.523174999506395,EPSG:4979,LV0012A,STA-LV000L1,Liepaja,LV.LEGMC.AQ,2021-11-22 16:00:00+01:00,2021-11-22 17:00:00+01:00,2021-11-22 17:19:50+01:00,+01:00,33.3,1,3,4,ug/m3
LV,NET-LV002A,Air Quality Monitoring Network,LV.LEGMC.AQ,http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC+02,NO2,SPO-LV000L1_00008_100,LV.LEGMC.AQ,21.004694000000004,56.523174999506395,EPSG:4979,LV0012A,STA-LV000L1,Liepaja,LV.LEGMC.AQ,2021-11-23 17:00:00+01:00,2021-11-23 18:00:00+01:00,2021-11-23 18:19:02+01:00,+01:00,37.64,1,3,4,ug/m3
LV,NET-LV002A,Air Quality Monitoring Network,LV.LEGMC.AQ,http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC+02,NO2,SPO-LV00RZ1_00008_100,LV.LEGMC.AQ,27.333369,56.51020299950629,EPSG:4979,LV0008A,STA-LV00RZ1,Rezekne,LV.LEGMC.AQ,2021-11-22 16:00:00+01:00,2021-11-22 17:00:00+01:00,2021-11-22 17:19:50+01:00,+01:00,27,1,3,157,ug/m3
LV,NET-LV002A,Air Quality Monitoring Network,LV.LEGMC.AQ,http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC+02,NO2,SPO-LV000L1_00008_100,LV.LEGMC.AQ,21.004694000000004,56.523174999506395,EPSG:4979,LV0012A,STA-LV000L1,Liepaja,LV.LEGMC.AQ,2021-11-22 17:00:00+01:00,2021-11-22 18:00:00+01:00,2021-11-22 18:26:13+01:00,+01:00,27.05,1,3,4,ug/m3
LV,NET-LV002A,Air Quality Monitoring Network,LV.LEGMC.AQ,http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC+02,NO2,SPO-LV00VN1_00008_100,LV.LEGMC.AQ,21.591989000000005,57.40463299951311,EPSG:4979,LV0007A,STA-LV00VN1,Ventspils,LV.LEGMC.AQ,2021-11-22 19:00:00+01:00,2021-11-22 20:00:00+01:00,2021-11-22 20:22:01+01:00,+01:00,13.47,1,3,1,ug/m3
LV,NET-LV002A,Air Quality Monitoring Network,LV.LEGMC.AQ,http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC+02,NO2,SPO-LV000L1_00008_100,LV.LEGMC.AQ,21.004694000000004,56.523174999506395,EPSG:4979,LV0012A,STA-LV000L1,Liepaja,LV.LEGMC.AQ,2021-11-22 19:00:00+01:00,2021-11-22 20:00:00+01:00,2021-11-22 20:22:01+01:00,+01:00,10.45,1,3,4,ug/m3
LV,NET-LV002A,Air Quality Monitoring Network,LV.LEGMC.AQ,http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC+02,NO2,SPO-LV00RZ1_00008_100,LV.LEGMC.AQ,27.333369,56.51020299950629,EPSG:4979,LV0008A,STA-LV00RZ1,Rezekne,LV.LEGMC.AQ,2021-11-22 17:00:00+01:00,2021-11-22 18:00:00+01:00,2021-11-22 18:26:13+01:00,+01:00,19.04,1,3,157,ug/m3
LV,NET-LV002A,Air Quality Monitoring Network,LV.LEGMC.AQ,http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC+02,NO2,SPO-LV000L1_00008_100,LV.LEGMC.AQ,21.004694000000004,56.523174999506395,EPSG:4979,LV0012A,STA-LV000L1,Liepaja,LV.LEGMC.AQ,2021-11-23 03:00:00+01:00,2021-11-23 04:00:00+01:00,2021-11-23 04:19:05+01:00,+01:00,0.06,1,3,4,ug/m3
LV,NET-LV002A,Air Quality Monitoring Network,LV.LEGMC.AQ,http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC+02,NO2,SPO-LV00RP5_00008_100,LV.LEGMC.AQ,24.115872000000003,56.950605999509605,EPSG:4979,LV0019A,STA-LV00RP5,Riga Park,LV.LEGMC.AQ,2021-11-24 07:00:00+01:00,2021-11-24 08:00:00+01:00,2021-11-24 08:19:02+01:00,+01:00,39.89,1,3,8,ug/m3
LV,NET-LV002A,Air Quality Monitoring Network,LV.LEGMC.AQ,http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC+02,NO2,SPO-LV00VN1_00008_100,LV.LEGMC.AQ,21.591989000000005,57.40463299951311,EPSG:4979,LV0007A,STA-LV00VN1,Ventspils,LV.LEGMC.AQ,2021-11-22 16:00:00+01:00,2021-11-22 17:00:00+01:00,2021-11-22 18:26:13+01:00,+01:00,24.13,1,3,1,ug/m3
LV,NET-LV002A,Air Quality Monitoring Network,LV.LEGMC.AQ,http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC+02,NO2,SPO-LV00VN1_00008_100,LV.LEGMC.AQ,21.591989000000005,57.40463299951311,EPSG:4979,LV0007A,STA-LV00VN1,Ventspils,LV.LEGMC.AQ,2021-11-22 17:00:00+01:00,2021-11-22 18:00:00+01:00,2021-11-22 18:26:13+01:00,+01:00,21.9,1,3,1,ug/m3
LV,NET-LV002A,Air Quality Monitoring Network,LV.LEGMC.AQ,http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC+02,NO2,SPO-LV00RZ1_00008_100,LV.LEGMC.AQ,27.333369,56.51020299950629,EPSG:4979,LV0008A,STA-LV00RZ1,Rezekne,LV.LEGMC.AQ,2021-11-22 19:00:00+01:00,2021-11-22 20:00:00+01:00,2021-11-22 20:22:01+01:00,+01:00,10.12,1,3,157,ug/m3
LV,NET-LV002A,Air Quality Monitoring Network,LV.LEGMC.AQ,http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC+02,NO2,SPO-LV00RZ1_00008_100,LV.LEGMC.AQ,27.333369,56.51020299950629,EPSG:4979,LV0008A,STA-LV00RZ1,Rezekne,LV.LEGMC.AQ,2021-11-23 03:00:00+01:00,2021-11-23 04:00:00+01:00,2021-11-23 04:19:04+01:00,+01:00,,-1,3,157,ug/m3
LV,NET-LV002A,Air Quality Monitoring Network,LV.LEGMC.AQ,http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC+02,NO2,SPO-LV00VN1_00008_100,LV.LEGMC.AQ,21.591989000000005,57.40463299951311,EPSG:4979,LV0007A,STA-LV00VN1,Ventspils,LV.LEGMC.AQ,2021-11-23 03:00:00+01:00,2021-11-23 04:00:00+01:00,2021-11-23 04:19:03+01:00,+01:00,1.6,1,3,1,ug/m3
LV,NET-LV002A,Air Quality Monitoring Network,LV.LEGMC.AQ,http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC+02,NO2,SPO-LV00VN1_00008_100,LV.LEGMC.AQ,21.591989000000005,57.40463299951311,EPSG:4979,LV0007A,STA-LV00VN1,Ventspils,LV.LEGMC.AQ,2021-11-24 01:00:00+01:00,2021-11-24 02:00:00+01:00,2021-11-24 02:27:12+01:00,+01:00,3.86,1,3,1,ug/m3
